REG,REGNOME,HCAREA,HCAREANOME,TAB,TABNOME,LISTGROUP
3,"Farim",1,"Binta",22,"Santancoto",1
3,"Farim",1,"Binta",23,"Sintcham tcherno",1
3,"Farim",1,"Binta",24,"Temanto 1",1
3,"Farim",1,"Binta",25,"Temanto 2",1
3,"Farim",1,"Binta",26,"Urmaia",1
3,"Farim",2,"Candjambari",1,"Afia",2
3,"Farim",2,"Candjambari",2,"Bananto ",2
3,"Farim",2,"Candjambari",3,"Bandim ",2
3,"Farim",2,"Candjambari",4,"Canbadju",2
3,"Farim",2,"Candjambari",5,"Canbadju Fula",2
3,"Farim",2,"Candjambari",6,"Candjambari",2
3,"Farim",2,"Candjambari",7,"Candjambari Praca",2
3,"Farim",2,"Candjambari",8,"Dandum 1",2
3,"Farim",2,"Candjambari",9,"Dandum 2",2
3,"Farim",2,"Candjambari",10,"Djanghali",2
3,"Farim",2,"Candjambari",11,"Djumbenbe",2
3,"Farim",2,"Candjambari",12,"Farinco 1",2
3,"Farim",2,"Candjambari",13,"Farinco 2",2
3,"Farim",2,"Candjambari",14,"Guisel Djanco",2
3,"Farim",2,"Candjambari",15,"Mádia",2
3,"Farim",2,"Candjambari",16,"Madina Mutaro",2
3,"Farim",2,"Candjambari",17,"Manfonhe",2
3,"Farim",2,"Candjambari",18,"Ponta Iona",2
3,"Farim",2,"Candjambari",19,"Saicuro",2
3,"Farim",2,"Candjambari",20,"Samadjanco",2
3,"Farim",2,"Candjambari",21,"Samam",2
3,"Farim",2,"Candjambari",22,"Sare Kante",2
3,"Farim",2,"Candjambari",23,"Sare Djai",2
3,"Farim",2,"Candjambari",24,"Sare Famana",2
3,"Farim",2,"Candjambari",25,"Sare Lamine",2
3,"Farim",2,"Candjambari",26,"Sare Mali",2
3,"Farim",2,"Candjambari",27,"Sare Mancama",2
3,"Farim",2,"Candjambari",28,"Sare Moudo Bodo",2
3,"Farim",2,"Candjambari",29,"Sare N'dune",2
3,"Farim",2,"Candjambari",30,"Sare N'hado",2
3,"Farim",2,"Candjambari",31,"Sare N'haco",2
3,"Farim",2,"Candjambari",32,"Sare Paté",2
3,"Farim",2,"Candjambari",33,"Sare Querel",2
3,"Farim",2,"Candjambari",34,"Sare Sadjall",2
3,"Farim",2,"Candjambari",35,"Sare Sago",2
3,"Farim",2,"Candjambari",36,"Sare Soria",2
3,"Farim",2,"Candjambari",37,"Sare Sulo",2
3,"Farim",2,"Candjambari",38,"Sare Tenem",2
3,"Farim",2,"Candjambari",39,"Sare Yero ",2
3,"Farim",2,"Candjambari",40,"Sintchan Adama",2
3,"Farim",2,"Candjambari",41,"Sintchan Aladjo",2
3,"Farim",2,"Candjambari",42,"Sintchan Alberto",2
3,"Farim",2,"Candjambari",43,"Sintchan Baido",2
3,"Farim",2,"Candjambari",44,"Sintchan Bubacar",2
3,"Farim",2,"Candjambari",45,"Sintchan Breima",2
3,"Farim",2,"Candjambari",46,"Sintchan Daine ",2
3,"Farim",2,"Candjambari",47,"Sintchan Demburel",2
3,"Farim",2,"Candjambari",48,"Sintchan Denba Gaira",2
3,"Farim",2,"Candjambari",49,"Sintchan Denbatal",2
3,"Farim",2,"Candjambari",50,"Sintchan Djunbenbe",2
3,"Farim",2,"Candjambari",51,"Sintchan Fago",2
3,"Farim",2,"Candjambari",52,"Sintchan Fode",2
3,"Farim",2,"Candjambari",53,"Sintchan Gorqué",2
3,"Farim",2,"Candjambari",54,"Sintchan Idrissa",2
3,"Farim",2,"Candjambari",55,"Sintchan Ioba 2",2
3,"Farim",2,"Candjambari",56,"Sintchan Iona",2
3,"Farim",2,"Candjambari",57,"Sintchan Kufe",2
3,"Farim",2,"Candjambari",58,"Sintchan Lumbu Djol",2
3,"Farim",2,"Candjambari",59,"Sintchan Malique ",2
3,"Farim",2,"Candjambari",60,"Sintchan Mansal",2
3,"Farim",2,"Candjambari",61,"Sintchan Muhare",2
3,"Farim",2,"Candjambari",62,"Sintchan Querel",2
3,"Farim",2,"Candjambari",63,"Sintchan Queta Cumba",2
3,"Farim",2,"Candjambari",64,"Sintchan Quicuta",2
3,"Farim",2,"Candjambari",65,"Sintchan Sadjo",2
3,"Farim",2,"Candjambari",66,"Sintchan Saido",2
3,"Farim",2,"Candjambari",67,"Sintchan Sanba",2
3,"Farim",2,"Candjambari",68,"Sintchan Sanba Sabali",2
3,"Farim",2,"Candjambari",69,"Sintchan Tumane",2
3,"Farim",2,"Candjambari",70,"Sintchan Úla",2
3,"Farim",2,"Candjambari",71,"Sintchan Vicente",2
3,"Farim",2,"Candjambari",72,"Sintchan Yoba 1",2
3,"Farim",2,"Candjambari",73,"Sintchan Yúnca",2
3,"Farim",2,"Candjambari",74,"Sororo",2
3,"Farim",2,"Candjambari",75,"Sumabanta",2
3,"Farim",2,"Candjambari",76,"Tabandinto",2
3,"Farim",3,"Cuntima",1,"Burdjala",3
3,"Farim",3,"Cuntima",2,"Cabele",3
3,"Farim",3,"Cuntima",3,"Cahaco",3
3,"Farim",3,"Cuntima",4,"Canhaco 1 (Pate Cande)",3
3,"Farim",3,"Cuntima",38,"Canhaco 2 (Mamudu Cande)",3
3,"Farim",3,"Cuntima",5,"Carantaba",3
3,"Farim",3,"Cuntima",6,"Cube Cunda",3
3,"Farim",3,"Cuntima",7,"Cumbidjam 1 (Bacar Mandjam)",3
3,"Farim",3,"Cuntima",8,"Cumbidjam 2 (Mama Sonco)",3
3,"Farim",3,"Cuntima",9,"Cuntima 1 (Braima Mané)",3
3,"Farim",3,"Cuntima",10,"Cuntima 2 (Francisco Iero Seide)",3
3,"Farim",3,"Cuntima",11,"Cuntima 3 (Quintino Man)",3
3,"Farim",3,"Cuntima",12,"Cuntima 4 (Saliu Balde)",3
3,"Farim",3,"Cuntima",13,"Cuntima 5 (Sute Sani)",3
3,"Farim",3,"Cuntima",14,"Djega",3
3,"Farim",3,"Cuntima",15,"Djimadi",3
3,"Farim",3,"Cuntima",16,"Faquina ",3
3,"Farim",3,"Cuntima",17,"Muntchanco",3
3,"Farim",3,"Cuntima",18,"Norbanta",3
3,"Farim",3,"Cuntima",19,"Sare Demba Djico",3
3,"Farim",3,"Cuntima",20,"Sare Demba Taki",3
3,"Farim",3,"Cuntima",21,"Sare Yoba Candé",3
3,"Farim",3,"Cuntima",22,"Sintcham Braima",3
3,"Farim",3,"Cuntima",23,"Sintcham Denel",3
3,"Farim",3,"Cuntima",24,"Sintcham Djacaria",3
3,"Farim",3,"Cuntima",25,"Sintcham Metanhalin",3
3,"Farim",3,"Cuntima",26,"Sintcham Patron 1 (Luciano Biai)",3
3,"Farim",3,"Cuntima",27,"Sintcham Patron 2 (Opa Ciente)",3
3,"Farim",3,"Cuntima",28,"Sintcham Pulo 2 ",3
3,"Farim",3,"Cuntima",29,"Sintcham Sidi",3
3,"Farim",3,"Cuntima",30,"Sintcham Tala",3
3,"Farim",3,"Cuntima",31,"Sitato 1 (Buba Candé)",3
3,"Farim",3,"Cuntima",32,"Sitato 2 (Ussumane Djau)",3
3,"Farim",3,"Cuntima",33,"Suluco 1 (Bacar Mandjam)",3
3,"Farim",3,"Cuntima",34,"Suluco 2 (Mariama Mandjam)",3
3,"Farim",3,"Cuntima",35,"Tonhataba",3
3,"Farim",3,"Cuntima",36,"Tuba",3
3,"Farim",3,"Cuntima",37,"Waranto",3
3,"Farim",4,"Farim",1,"Amedalai",4
3,"Farim",4,"Farim",2,"Bafata Oio",4
3,"Farim",4,"Farim",3,"Bairro Militar",4
3,"Farim",4,"Farim",4,"Bangladez",4
3,"Farim",4,"Farim",5,"Bani",4
3,"Farim",4,"Farim",6,"Bantandjam",4
3,"Farim",4,"Farim",7,"Berendinto",4
3,"Farim",4,"Farim",8,"Birbam",4
3,"Farim",4,"Farim",9,"Bissaré",4
3,"Farim",4,"Farim",10,"Bolombato",4
3,"Farim",4,"Farim",11,"Bricama",4
3,"Farim",4,"Farim",12,"Burro",4
3,"Farim",4,"Farim",13,"Cabeseco",4
3,"Farim",4,"Farim",14,"Candjanco",4
3,"Farim",4,"Farim",15,"Canico Leguecroto",4
3,"Farim",4,"Farim",16,"Canico Tumana",4
3,"Farim",4,"Farim",17,"Cuboroto",4
3,"Farim",4,"Farim",18,"Culmesencunda",4
3,"Farim",4,"Farim",19,"Demba Dado",4
3,"Farim",4,"Farim",20,"Djimbia",4
3,"Farim",4,"Farim",21,"Djobico",4
3,"Farim",4,"Farim",22,"Dutato",4
3,"Farim",4,"Farim",23,"Fafaco",4
3,"Farim",4,"Farim",24,"Fanbanta Morcunda",4
3,"Farim",4,"Farim",25,"Fanbanta Sansanhoto",4
3,"Farim",4,"Farim",26,"Farandinto",4
3,"Farim",4,"Farim",27,"Farinco",4
3,"Farim",4,"Farim",28,"Flak Crintim",4
3,"Farim",4,"Farim",29,"Gã-Gregorio",4
3,"Farim",4,"Farim",30,"Gã-Lomba",4
3,"Farim",4,"Farim",31,"Gã-Made",4
3,"Farim",4,"Farim",32,"Gã-Pinto",4
3,"Farim",4,"Farim",33,"Guissima",4
3,"Farim",4,"Farim",34,"Hafia",4
3,"Farim",4,"Farim",35,"Irabato",4
3,"Farim",4,"Farim",36,"K-3",4
3,"Farim",4,"Farim",37,"Lambam",4
3,"Farim",4,"Farim",38,"Lamel",4
3,"Farim",4,"Farim",39,"Lenquebato",4
3,"Farim",4,"Farim",40,"Madina",4
3,"Farim",4,"Farim",41,"Maninha",4
3,"Farim",4,"Farim",42,"Missira",4
3,"Farim",4,"Farim",43,"Morcunda",4
3,"Farim",4,"Farim",44,"Ndjoia",4
3,"Farim",4,"Farim",45,"Nema",4
3,"Farim",4,"Farim",46,"Nhambram",4
3,"Farim",4,"Farim",47,"Ponta Aribe",4
3,"Farim",4,"Farim",48,"Ponta Bala Mané",4
3,"Farim",4,"Farim",49,"Ponta Caer",4
3,"Farim",4,"Farim",50,"Ponta Duarte",4
3,"Farim",4,"Farim",51,"Ponta Maninha",4
3,"Farim",4,"Farim",52,"Ponta Zeca",4
3,"Farim",4,"Farim",53,"Praca",4
3,"Farim",4,"Farim",54,"Salguenhe Porto",4
3,"Farim",4,"Farim",55,"Salquenhe-Bá",4
3,"Farim",4,"Farim",56,"Sancalanco",4
3,"Farim",4,"Farim",57,"Sandjal",4
3,"Farim",4,"Farim",58,"Sare Djaie",4
3,"Farim",4,"Farim",59,"Sare Donha",4
3,"Farim",4,"Farim",60,"Sare Ioba",4
3,"Farim",4,"Farim",61,"Sere Dé",4
3,"Farim",4,"Farim",62,"Sintcham",4
3,"Farim",4,"Farim",63,"Sintcham Bacar",4
3,"Farim",4,"Farim",64,"Sintcham Demba",4
3,"Farim",4,"Farim",65,"Sintcham Djaie",4
3,"Farim",4,"Farim",66,"Sintcham Gundo",4
3,"Farim",4,"Farim",67,"Sobeia",4
3,"Farim",4,"Farim",68,"Tanbato Brasso",4
3,"Farim",4,"Farim",69,"Tanbato Oio",4
3,"Farim",4,"Farim",70,"Tunguinar",4
3,"Farim",4,"Farim",71,"Uensaco",4
3,"Farim",4,"Farim",72,"Ufude",4
3,"Farim",4,"Farim",73,"Urque",4
3,"Farim",5,"Guidage",1,"Binar",5
3,"Farim",5,"Guidage",2,"Bubo",5
3,"Farim",5,"Guidage",3,"Carantaba",5
3,"Farim",5,"Guidage",4,"Cufeu",5
3,"Farim",5,"Guidage",5,"Dungal",5
3,"Farim",5,"Guidage",6,"Enbalocunda",5
3,"Farim",5,"Guidage",7,"Fanhar",5
3,"Farim",5,"Guidage",8,"Guidage",5
3,"Farim",5,"Guidage",9,"Quenhato",5
3,"Farim",5,"Guidage",10,"Sintchan Gán Sambu",5
3,"Farim",5,"Guidage",11,"Sintchan Nduba",5
3,"Farim",5,"Guidage",12,"Sintchan Sulai",5
3,"Farim",5,"Guidage",13,"Sorba",5
3,"Farim",5,"Guidage",14,"Udjeque",5
3,"Farim",99,"Testo",99,"Testo",99
